ID	NUMBER	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	DIACL_ID	DIACL_CATEGORY	DIACL_NOTE
Carling-2017-209b-45	45			to fear	2045		
Carling-2017-209b-46	46			feather (not down)	2046		
Carling-2017-209b-47	47			few	2047		
Carling-2017-209b-48	48			to fight	2048		
Carling-2017-209b-49	49			fingernail	2049		
Carling-2017-209b-50	50			fire	2050		
Carling-2017-209b-51	51			fish (n)	2051		
Carling-2017-209b-52	52			five	2052		
Carling-2017-209b-53	53			to float	2053		
Carling-2017-209b-54	54			to flow	2054		
Carling-2017-209b-55	55			flower	2055		
Carling-2017-209b-56	56			to fly	2056		
Carling-2017-209b-57	57			fog (mist)	2057		
Carling-2017-209b-58	58			foot (not leg)	2058		
Carling-2017-209b-59	59			four	2059		
Carling-2017-209b-60	60			to freeze	2060		
Carling-2017-209b-61	61			fruit	2061		
Carling-2017-209b-62	62			full	2062		
Carling-2017-209b-63	63			to give	2063		
Carling-2017-209b-64	64			good	2064		
Carling-2017-209b-65	65			grass	2065		
Carling-2017-209b-66	66			green (colour)	2066		
Carling-2017-209b-67	67			guts	2067		
Carling-2017-209b-68	68			hair (of head)	2068		
Carling-2017-209b-69	69			hand (not arm)	2069		
Carling-2017-209b-70	70			he (3sg m)	2070		
Carling-2017-209b-71	71			head (anatomic)	2071		
Carling-2017-209b-72	72			to hear	2072		
Carling-2017-209b-73	73			heart (organ)	2073		
Carling-2017-209b-74	74			heavy	2074		
Carling-2017-209b-75	75			here (proximal)	2075		
Carling-2017-209b-76	76			to hit	2076		
Carling-2017-209b-77	77			to hold	2077		
Carling-2017-209b-78	78			horn	2078		
Carling-2017-209b-79	79			how?	2079		
Carling-2017-209b-80	80			to hunt	2080		
Carling-2017-209b-81	81			husband	2081		
Carling-2017-209b-82	82			I (1sg)	2082		
Carling-2017-209b-83	83			ice	2083		
Carling-2017-209b-84	84			if	2084		
Carling-2017-209b-85	85			in	2085		
Carling-2017-209b-86	86			to kill	2086		
Carling-2017-209b-87	87			knee	2087		
Carling-2017-209b-88	88			to know	2088		
Carling-2017-209b-89	89			lake	2089		
Carling-2017-209b-90	90			to laugh	2090		
Carling-2017-209b-91	91			leaf (botanics)	2091		
Carling-2017-209b-92	92			left (not right)	2092		
Carling-2017-209b-93	93			leg	2093		
Carling-2017-209b-94	94			to lie (recline)	2094		
Carling-2017-209b-95	95			to live	2095		
Carling-2017-209b-96	96			liver	2096		
Carling-2017-209b-97	97			long (adj)	2097		
Carling-2017-209b-98	98			louse (lice)	2098		
Carling-2017-209b-99	99			man (adult male human)	2099		
Carling-2017-209b-100	100			many	2100		
Carling-2017-209b-101	101			meat/flesh	2101		
Carling-2017-209b-102	102			moon	2102		
Carling-2017-209b-103	103			mother	2103		
Carling-2017-209b-104	104			mountain	2104		
Carling-2017-209b-105	105			mouth	2105		
Carling-2017-209b-106	106			name	2106		
Carling-2017-209b-107	107			narrow	2107		
Carling-2017-209b-108	108			near	2108		
Carling-2017-209b-109	109			neck	2109		
Carling-2017-209b-110	110			new	2110		
Carling-2017-209b-111	111			night	2111		
Carling-2017-209b-112	112			nose	2112		
Carling-2017-209b-113	113			not	2113		
Carling-2017-209b-114	114			old	2114		
Carling-2017-209b-115	115			one	2115		
Carling-2017-209b-116	116			other	2116		
Carling-2017-209b-117	117			person (individual human)	2117		
Carling-2017-209b-118	118			to play	2118		
Carling-2017-209b-119	119			to pull	2119		
Carling-2017-209b-120	120			to push	2120		
Carling-2017-209b-121	121			rain (n)	2121		
Carling-2017-209b-122	122			red (colour)	2122		
Carling-2017-209b-123	123			right (correct)	2123		
Carling-2017-209b-124	124			right (side)	2124		
Carling-2017-209b-125	125			river	2125		
Carling-2017-209b-126	126			road/path	2126		
Carling-2017-209b-127	127			root (botanics)	2127		
Carling-2017-209b-128	128			rope	2128		
Carling-2017-209b-129	129			rotten (adj)	2129		
Carling-2017-209b-130	130			round	2130		
Carling-2017-209b-131	131			to rub	2131		
Carling-2017-209b-132	132			salt	2132		
Carling-2017-209b-133	133			sand	2133		
Carling-2017-209b-134	134			to say	2134		
Carling-2017-209b-135	135			to scratch	2135		
Carling-2017-209b-136	136			sea	2136		
Carling-2017-209b-137	137			to see	2137		
Carling-2017-209b-138	138			seed (n)	2138		
Carling-2017-209b-139	139			to sew	2139		
Carling-2017-209b-140	140			sharp	2140		
Carling-2017-209b-141	141			short	2142		
Carling-2017-209b-142	142			to sing	2143		
Carling-2017-209b-143	143			to sit	2144		
Carling-2017-209b-144	144			skin (person's)	2145		
Carling-2017-209b-145	145			sky	2146		
Carling-2017-209b-146	146			to sleep	2147		
Carling-2017-209b-147	147			small	2148		
Carling-2017-209b-148	148			to smell	2149		
Carling-2017-209b-149	149			smooth	2150		
Carling-2017-209b-150	150			snake	2151		
Carling-2017-209b-151	151			snow (n)	2152		
Carling-2017-209b-152	152			some	2153		
Carling-2017-209b-153	153			to spit	2154		
Carling-2017-209b-154	154			to split	2155		
Carling-2017-209b-155	155			to squeeze	2156		
Carling-2017-209b-156	156			to stab	2157		
Carling-2017-209b-157	157			to stand	2158		
Carling-2017-209b-158	158			star	2159		
Carling-2017-209b-159	159			stick (n)	2160		
Carling-2017-209b-160	160			stone	2161		
Carling-2017-209b-161	161			straight	2162		
Carling-2017-209b-162	162			to suck	2163		
Carling-2017-209b-163	163			sun	2164		
Carling-2017-209b-164	164			to swell	2165		
Carling-2017-209b-165	165			to swim	2166		
Carling-2017-209b-166	166			tail	2167		
Carling-2017-209b-167	167			that (deixis, distal)	2168		
Carling-2017-209b-168	168			there (distal)	2169		
Carling-2017-209b-169	169			they (3pl)	2170		
Carling-2017-209b-170	170			thick	2171		
Carling-2017-209b-171	171			thin	2172		
Carling-2017-209b-172	172			to think	2173		
Carling-2017-209b-173	173			this (deixis, proximal)	2174		
Carling-2017-209b-174	174			thou (2sg)	2175		
Carling-2017-209b-175	175			three	2176		
Carling-2017-209b-176	176			to throw	2177		
Carling-2017-209b-177	177			to tie	2178		
Carling-2017-209b-178	178			tongue (anatomical)	2179		
Carling-2017-209b-179	179			tooth (general)	2180		
Carling-2017-209b-180	180			tree	2181		
Carling-2017-209b-181	181			to turn	2182		
Carling-2017-209b-182	182			two	2183		
Carling-2017-209b-183	183			to walk	2184		
Carling-2017-209b-184	184			warm (of weather)	2185		
Carling-2017-209b-185	185			to wash/to bathe	2186		
Carling-2017-209b-186	186			water (n)	2187		
Carling-2017-209b-187	187			wet	2189		
Carling-2017-209b-188	188			what?	2190		
Carling-2017-209b-189	189			when?	2191		
Carling-2017-209b-190	190			where?	2192		
Carling-2017-209b-191	191			white (colour)	2193		
Carling-2017-209b-192	192			who?	2194		
Carling-2017-209b-193	193			wide	2195		
Carling-2017-209b-194	194			wife	2196		
Carling-2017-209b-195	195			wind	2197		
Carling-2017-209b-196	196			wing	2198		
Carling-2017-209b-197	197			to wipe	2199		
Carling-2017-209b-198	198			with (accompanying)	2200		
Carling-2017-209b-199	199			woman	2201		
Carling-2017-209b-200	200			to vomit	2202		
Carling-2017-209b-201	201			woods/forest	2203		
Carling-2017-209b-202	202			worm	2204		
Carling-2017-209b-203	203			year	2205		
Carling-2017-209b-204	204			yellow (colour)	2206		
Carling-2017-209b-205	205			you (2pl)	2207		
Carling-2017-209b-206	206			we (1pl incl.)	2208		
Carling-2017-209b-207	207			smoke (n)	2209		
Carling-2017-209b-208	208			we (1pl)	12373		
Carling-2017-209b-209	209			we (1pl excl.)	12374		
