ID	NUMBER	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	DIACL_ID	DIACL_CATEGORY	DIACL_NOTE
Carling-2017-240c-62	62			clay, mud	12221	Physical/natural world	
Carling-2017-240c-63	63			north	12222	Physical/natural world	
Carling-2017-240c-64	64			south	12223	Physical/natural world	
Carling-2017-240c-65	65			east	12224	Physical/natural world	
Carling-2017-240c-66	66			west	12225	Physical/natural world	
Carling-2017-240c-67	67			light (n)	12226	Physical/natural world	
Carling-2017-240c-68	68			darkness	12227	Physical/natural world	
Carling-2017-240c-69	69			waterfall	12228	Physical/natural world	
Carling-2017-240c-70	70			sky	12229	Physical/natural world	
Carling-2017-240c-71	71			wind	12230	Physical/natural world	
Carling-2017-240c-72	72			harvest, crop	12140	Agriculture	
Carling-2017-240c-73	73			seed (n)	12178	Agriculture	
Carling-2017-240c-74	74			cultivated field	12179	Agriculture	
Carling-2017-240c-75	75			to cultivate	12180	Agriculture	
Carling-2017-240c-76	76			to sow	12181	Agriculture	
Carling-2017-240c-77	77			bamboo	12360	Wild plants	
Carling-2017-240c-78	78			açaí berry	12361	Wild plants	
Carling-2017-240c-79	79			moriche fruit	12362	Wild plants	
Carling-2017-240c-80	80			genipap fruit	12363	Wild plants	
Carling-2017-240c-81	81			flower	12364	Wild plants	
Carling-2017-240c-82	82			fruit	12365	Wild plants	
Carling-2017-240c-83	83			patawa fruit	12366	Wild plants	
Carling-2017-240c-84	84			axe	12193	Hunting and fishing	
Carling-2017-240c-85	85			sling	12194	Hunting and fishing	
Carling-2017-240c-86	86			bow	12195	Hunting and fishing	
Carling-2017-240c-87	87			arrow	12196	Hunting and fishing	
Carling-2017-240c-88	88			spear	12197	Hunting and fishing	
Carling-2017-240c-89	89			fish-hook	12198	Hunting and fishing	
Carling-2017-240c-90	90			fish-net	12199	Hunting and fishing	
Carling-2017-240c-91	91			fish-trap	12200	Hunting and fishing	
Carling-2017-240c-92	92			to hunt	12201	Hunting and fishing	
Carling-2017-240c-93	93			to shoot	12202	Hunting and fishing	
Carling-2017-240c-94	94			club	12203	Hunting and fishing	
Carling-2017-240c-95	95			knife	12204	Hunting and fishing	
Carling-2017-240c-96	96			flour	12231	Products	
Carling-2017-240c-97	97			salt	12232	Products	
Carling-2017-240c-98	98			fermented drink	12233	Products	
Carling-2017-240c-99	99			cooking vessel	12189	Food preparation	
Carling-2017-240c-100	100			pestle, pounder	12190	Food preparation	
Carling-2017-240c-101	101			cup, glass	12191	Food preparation	
Carling-2017-240c-102	102			pot	12192	Food preparation	
Carling-2017-240c-103	103			basket	12182	Artefacts	
Carling-2017-240c-104	104			bag to keep feathers in	12183	Artefacts	
Carling-2017-240c-105	105			comb	12184	Artefacts	
Carling-2017-240c-106	106			statue	12185	Artefacts	
Carling-2017-240c-107	107			walking stick	12187	Artefacts	
Carling-2017-240c-108	108			pot	12188	Artefacts	
Carling-2017-240c-109	109			enemy	12156	Social roles and positions	
Carling-2017-240c-110	110			captive, prisoner	12157	Social roles and positions	
Carling-2017-240c-111	111			village	12252	Social roles and positions	
Carling-2017-240c-112	112			people	12253	Social roles and positions	
Carling-2017-240c-113	113			tribe, clan	12254	Social roles and positions	
Carling-2017-240c-114	114			tribal chief	12255	Social roles and positions	
Carling-2017-240c-115	115			friend	12256	Social roles and positions	
Carling-2017-240c-116	116			to govern	12257	Social roles and positions	
Carling-2017-240c-117	117			king, governor	12258	Social roles and positions	
Carling-2017-240c-118	118			queen	12259	Social roles and positions	
Carling-2017-240c-119	119			lord, boss, proprietor	12260	Social roles and positions	
Carling-2017-240c-120	120			slave	12261	Social roles and positions	
Carling-2017-240c-121	121			servant	12262	Social roles and positions	
Carling-2017-240c-122	122			free man	12263	Social roles and positions	
Carling-2017-240c-123	123			to order, to command	12264	Social roles and positions	
Carling-2017-240c-124	124			to give order	12265	Social roles and positions	
Carling-2017-240c-125	125			to obey	12266	Social roles and positions	
Carling-2017-240c-126	126			gold	12205	Metals	
Carling-2017-240c-127	127			silver	12206	Metals	
Carling-2017-240c-128	128			battle-axe	12160	Warfare	
Carling-2017-240c-129	129			battle	12161	Warfare	
Carling-2017-240c-130	130			bow	12162	Warfare	
Carling-2017-240c-131	131			arrow	12163	Warfare	
Carling-2017-240c-132	132			spear	12164	Warfare	
Carling-2017-240c-133	133			to shoot	12165	Warfare	
Carling-2017-240c-134	134			club	12166	Warfare	
Carling-2017-240c-135	135			to kill	12326	Warfare	
Carling-2017-240c-136	136			enemy	12327	Warfare	
Carling-2017-240c-137	137			to fight	12328	Warfare	
Carling-2017-240c-138	138			war	12329	Warfare	
Carling-2017-240c-139	139			peace	12330	Warfare	
Carling-2017-240c-140	140			army	12331	Warfare	
Carling-2017-240c-141	141			victory	12332	Warfare	
Carling-2017-240c-142	142			defeat (n)	12333	Warfare	
Carling-2017-240c-143	143			to attack	12334	Warfare	
Carling-2017-240c-144	144			to defend	12335	Warfare	
Carling-2017-240c-145	145			captive, prisoner	12336	Warfare	
Carling-2017-240c-146	146			ambush (n)	12337	Warfare	
Carling-2017-240c-147	147			trumpeter bird (watchbird)	12338	Warfare	
Carling-2017-240c-148	148			arrow tip	12339	Warfare	
Carling-2017-240c-149	149			sun	12152	Religion	
Carling-2017-240c-150	150			moon	12153	Religion	
Carling-2017-240c-151	151			blood (n)	12234	Religion	
Carling-2017-240c-152	152			ancestors	12235	Religion	
Carling-2017-240c-153	153			descendants	12236	Religion	
Carling-2017-240c-154	154			to smoke	12237	Religion	
Carling-2017-240c-155	155			pipe	12238	Religion	
Carling-2017-240c-156	156			flute	12239	Religion	
Carling-2017-240c-157	157			horn, trumpet	12240	Religion	
Carling-2017-240c-158	158			to pray	12241	Religion	
Carling-2017-240c-159	159			demon	12242	Religion	
Carling-2017-240c-160	160			ghost	12243	Religion	
Carling-2017-240c-161	161			drum	12244	Religion	
Carling-2017-240c-162	162			religion	12245	Religion	
Carling-2017-240c-163	163			God	12246	Religion	
Carling-2017-240c-164	164			sacrifice, offering	12247	Religion	
Carling-2017-240c-165	165			priest	12248	Religion	
Carling-2017-240c-166	166			to preach	12249	Religion	
Carling-2017-240c-167	167			cultivated field	12154	Settlement	
Carling-2017-240c-168	168			village	12155	Settlement	
Carling-2017-240c-169	169			yard, court	12250	Settlement	
Carling-2017-240c-170	170			garden	12251	Settlement	
Carling-2017-240c-171	171			new	12158	Time	
Carling-2017-240c-172	172			young	12159	Time	
Carling-2017-240c-173	173			time	12267	Time	
Carling-2017-240c-174	174			age	12268	Time	
Carling-2017-240c-175	175			old	12269	Time	
Carling-2017-240c-176	176			early	12270	Time	
Carling-2017-240c-177	177			late	12271	Time	
Carling-2017-240c-178	178			dry season	12272	Time	
Carling-2017-240c-179	179			rainy season	12273	Time	
Carling-2017-240c-180	180			now	12274	Time	
Carling-2017-240c-181	181			immediately	12275	Time	
Carling-2017-240c-182	182			quick	12276	Time	
Carling-2017-240c-183	183			slow	12277	Time	
Carling-2017-240c-184	184			to hurry	12278	Time	
Carling-2017-240c-185	185			to delay	12279	Time	
Carling-2017-240c-186	186			to begin	12280	Time	
Carling-2017-240c-187	187			to last	12281	Time	
Carling-2017-240c-188	188			end (n)	12282	Time	
Carling-2017-240c-189	189			to complete, to finish	12283	Time	
Carling-2017-240c-190	190			to stop, to cease	12284	Time	
Carling-2017-240c-191	191			ready	12285	Time	
Carling-2017-240c-192	192			always	12286	Time	
Carling-2017-240c-193	193			often, frequently	12287	Time	
Carling-2017-240c-194	194			sometimes	12288	Time	
Carling-2017-240c-195	195			soon	12289	Time	
Carling-2017-240c-196	196			for a long time	12290	Time	
Carling-2017-240c-197	197			never	12291	Time	
Carling-2017-240c-198	198			again	12292	Time	
Carling-2017-240c-199	199			day	12293	Time	
Carling-2017-240c-200	200			dawn	12294	Time	
Carling-2017-240c-201	201			morning	12295	Time	
Carling-2017-240c-202	202			noon	12296	Time	
Carling-2017-240c-203	203			afternoon	12297	Time	
Carling-2017-240c-204	204			night, late afternoon	12298	Time	
Carling-2017-240c-205	205			today	12299	Time	
Carling-2017-240c-206	206			tomorrow	12300	Time	
Carling-2017-240c-207	207			day after tomorrow	12301	Time	
Carling-2017-240c-208	208			yesterday	12302	Time	
Carling-2017-240c-209	209			day before yesterday	12303	Time	
Carling-2017-240c-210	210			hour	12304	Time	
Carling-2017-240c-211	211			watch, clock	12305	Time	
Carling-2017-240c-212	212			week	12306	Time	
Carling-2017-240c-213	213			Sunday	12307	Time	
Carling-2017-240c-214	214			Monday	12308	Time	
Carling-2017-240c-215	215			Tuesday	12309	Time	
Carling-2017-240c-216	216			Wednesday	12310	Time	
Carling-2017-240c-217	217			Thursday	12311	Time	
Carling-2017-240c-218	218			Friday	12312	Time	
Carling-2017-240c-219	219			Saturday	12313	Time	
Carling-2017-240c-220	220			month	12314	Time	
Carling-2017-240c-221	221			year	12315	Time	
Carling-2017-240c-222	222			winter	12316	Time	
Carling-2017-240c-223	223			spring	12317	Time	
Carling-2017-240c-224	224			summer	12318	Time	
Carling-2017-240c-225	225			autumn	12319	Time	
Carling-2017-240c-226	226			season	12320	Time	
Carling-2017-240c-227	227			before	12321	Time	
Carling-2017-240c-228	228			after	12322	Time	
Carling-2017-240c-229	229			short, brief	12323	Time	
Carling-2017-240c-230	230			necklace	12167	Adornments	
Carling-2017-240c-231	231			waist band	12168	Adornments	
Carling-2017-240c-232	232			agouti tooth	12371	Adornments	(used for making necklaces)
Carling-2017-240c-233	233			coconut bead	12372	Adornments	(used for making necklaces)
Carling-2017-240c-234	234			hoe	12176	Agricultural tools	
Carling-2017-240c-235	235			sickle	12177	Agricultural tools	
Carling-2017-240c-236	236			amburana tree	12324	Trees	
Carling-2017-240c-237	237			araguaney tree	12325	Trees	
Carling-2017-240c-238	238			coconut tree	12367	Trees	
Carling-2017-240c-239	239			walking palm	12368	Trees	
Carling-2017-240c-240	240			peach palm	12369	Trees	
